result_name,release_yr,latest_captured_price_usd,latest_captured_timestamp,previous_price_usd,previous_captured_timestamp,is_cheaper,difference
Code Vein,2019,3.85,11/23/22 15:16:14,3.84,11/23/22 07:33:11,False,0.010000000000000231
Code Vein Deluxe Edition,2019,9.79,11/23/22 15:16:14,9.76,11/23/22 07:33:11,False,0.02999999999999936
Dragon Ball Z Kakarot,2020,6.99,11/23/22 15:16:16,6.97,11/23/22 07:33:13,False,0.020000000000000462
Dragon Ball Z Kakarot Ultimate Edition,2020,21.99,11/23/22 15:16:16,21.92,11/23/22 07:33:13,False,0.06999999999999673
Dragon Ball Z Kakarot Deluxe Edition,2020,14.69,11/23/22 15:16:16,14.64,11/23/22 07:33:13,False,0.049999999999998934
Dragon Quest Xi S Echoes Of An Elusive Age Definitive Edition,2019,18.2,11/23/22 15:16:18,18.14,11/23/22 07:33:15,False,0.05999999999999872
Assassins Creed Valhalla Complete Edition,2022,37.97,11/23/22 15:16:20,37.84,11/23/22 07:33:17,False,0.12999999999999545
Assassins Creed Valhalla Dawn Of Ragnarok,2022,13.5,11/23/22 15:16:20,13.46,11/23/22 07:33:17,False,0.03999999999999915
Assassins Creed Valhalla Ragnarok Edition,2022,20.66,11/23/22 15:16:20,20.59,11/23/22 07:33:17,False,0.07000000000000028
Assassins Creed Valhalla Deluxe Edition,2021,18.99,11/23/22 15:16:20,18.92,11/23/22 07:33:17,False,0.06999999999999673
Assassins Creed Valhalla Immortals Fenyx Rising Bundle,2021,18.0,11/23/22 15:16:20,17.94,11/23/22 07:33:17,False,0.05999999999999872
Assassins Creed Valhalla,2020,11.75,11/23/22 15:16:20,11.71,11/23/22 07:33:17,False,0.03999999999999915
Assassins Creed Valhalla Ultimate Edition,2020,45.02,11/23/22 15:16:20,44.86,11/23/22 07:33:17,False,0.1600000000000037
Assassins Creed Valhalla Gold Edition,2020,42.18,11/23/22 15:16:20,42.03,11/23/22 07:33:17,False,0.14999999999999858
Assassins Creed Valhalla Watch Dogs Legion Bundle,2020,20.14,11/23/22 15:16:20,20.07,11/23/22 07:33:17,False,0.07000000000000028
Azure Striker Gunvolt 3,2022,7.89,11/23/22 15:16:22,7.86,11/23/22 07:33:19,False,0.02999999999999936
Azure Striker Gunvolt 2,2016,8.7,11/23/22 15:16:22,8.67,11/23/22 07:33:19,False,0.02999999999999936
Azure Striker Gunvolt,2014,4.88,11/23/22 15:16:22,4.86,11/23/22 07:33:19,False,0.019999999999999574
Batman Arkham Collection,2018,9.75,11/23/22 15:16:24,10.78,11/23/22 07:33:21,True,-1.0299999999999994
Bayonetta Vanquish 10Th Anniversary Bundle,2020,8.99,11/23/22 15:16:26,8.96,11/23/22 07:33:23,False,0.02999999999999936
Bayonetta,2009,6.99,11/23/22 15:16:26,6.97,11/23/22 07:33:23,False,0.020000000000000462
Forza Horizon 5 Hot Wheels,2022,16.91,11/23/22 15:16:28,16.85,11/23/22 07:33:25,False,0.05999999999999872
Forza Horizon 5,2021,23.2,11/23/22 15:16:28,23.12,11/23/22 07:33:25,False,0.0799999999999983
Forza Horizon 5 Deluxe Edition,2021,37.83,11/23/22 15:16:28,37.7,11/23/22 07:33:25,False,0.12999999999999545
Forza Horizon 5 Premium Edition,2021,28.77,11/23/22 15:16:28,28.67,11/23/22 07:33:25,False,0.09999999999999787
Gunvolt Chronicles Luminous Avenger Ix 2,2022,13.91,11/23/22 15:16:30,13.87,11/23/22 07:33:28,False,0.040000000000000924
Gods Monsters,2020,6.92,11/23/22 15:16:32,6.89,11/23/22 07:33:30,False,0.03000000000000025
Immortals Fenyx Rising Gold Edition,2020,11.5,11/23/22 15:16:32,11.49,11/23/22 07:33:30,False,0.009999999999999787
Lost Judgment,2021,19.15,11/23/22 15:16:34,19.09,11/23/22 07:33:31,False,0.05999999999999872
Lost Judgment Digital Deluxe Edition,2021,24.5,11/23/22 15:16:34,24.42,11/23/22 07:33:31,False,0.0799999999999983
Lost Judgment Digital Ultimate Edition,2021,22.0,11/23/22 15:16:34,21.93,11/23/22 07:33:31,False,0.07000000000000028
Judgment,2018,11.82,11/23/22 15:16:34,11.86,11/23/22 07:33:31,True,-0.03999999999999915
Gears Of War Juxxxxxx(dement),2013,5.22,11/23/22 15:16:34,5.22,11/23/22 07:33:31,False,0.0
Ni No Kuni Wrath Of The White Witch Remastered,2019,37.12,11/23/22 15:16:36,37.0,11/23/22 07:33:33,False,0.11999999999999744
Nier Replicant Ver 1 22474487139,2021,22.27,11/23/22 15:16:38,22.19,11/23/22 07:33:35,False,0.0799999999999983
Nier Replicant,2010,47.03,11/23/22 15:16:38,46.94,11/23/22 07:33:35,False,0.09000000000000341
Nierautomata Become As Gods Edition,2018,12.25,11/23/22 15:16:39,12.2,11/23/22 07:33:37,False,0.05000000000000071
No More Heroes Iii,2021,19.85,11/23/22 15:16:41,19.77,11/23/22 07:33:39,False,0.08000000000000185
Octopath Traveler,2018,17.17,11/23/22 15:16:43,17.11,11/23/22 07:33:41,False,0.060000000000002274
Ori And The Will Of The Wisps,2020,4.46,11/23/22 15:16:45,4.23,11/23/22 07:33:42,False,0.22999999999999954
Overcooked 2 Gourmet Edition,2020,1.57,11/23/22 15:16:47,1.56,11/23/22 07:33:44,False,0.010000000000000009
Overcooked 2 Campfire Cook Off,2019,1.96,11/23/22 15:16:47,1.96,11/23/22 07:33:44,False,0.0
Overcooked 2 2,2018,2.8,11/23/22 15:16:47,2.92,11/23/22 07:33:44,True,-0.1200000000000001
Overcooked 2 Carnival Of Chaos,2018,1.96,11/23/22 15:16:47,1.96,11/23/22 07:33:44,False,0.0
Overcooked Overcooked 2,,2.2,11/23/22 15:16:47,2.19,11/23/22 07:33:44,False,0.010000000000000231
Persona 5 Royal,2019,39.09,11/23/22 15:16:49,38.96,11/23/22 07:33:45,False,0.13000000000000256
Scarlet Nexus,2021,1.99,11/23/22 15:16:50,1.99,11/23/22 07:33:47,False,0.0
Scarlet Nexus Ultimate Edition,2021,14.01,11/23/22 15:16:50,13.96,11/23/22 07:33:47,False,0.049999999999998934
Scarlet Nexus Deluxe Edition,2021,16.84,11/23/22 15:16:50,16.79,11/23/22 07:33:47,False,0.05000000000000071
Sd Gundam Battle Alliance,2022,33.81,11/23/22 15:16:52,33.7,11/23/22 07:33:49,False,0.10999999999999943
Sd Gundam Battle Alliance Deluxe Edition,,62.71,11/23/22 15:16:52,62.49,11/23/22 07:33:49,False,0.21999999999999886
Soul Hackers 2,2022,33.13,11/23/22 15:16:53,33.01,11/23/22 07:33:50,False,0.12000000000000455
Soul Hackers 2 Digital Deluxe Edition,,43.79,11/23/22 15:16:53,43.63,11/23/22 07:33:50,False,0.1599999999999966
Tales Of Arise Ultimate Edition,2021,40.5,11/23/22 15:16:56,40.35,11/23/22 07:33:52,False,0.14999999999999858
Tales Of Arise,2021,12.0,11/23/22 15:16:56,11.96,11/23/22 07:33:52,False,0.03999999999999915
Tales Of Arise Deluxe Edition,2021,63.95,11/23/22 15:16:56,63.73,11/23/22 07:33:52,False,0.22000000000000597
Like A Dragon Ishin,2023,48.54,11/23/22 15:16:57,48.37,11/23/22 07:33:53,False,0.1700000000000017
Yakuza Like A Dragon,2020,11.0,11/23/22 15:16:57,10.96,11/23/22 07:33:53,False,0.03999999999999915
Yakuza Like A Dragon Legendary Hero Edition,2020,24.5,11/23/22 15:16:57,24.42,11/23/22 07:33:53,False,0.0799999999999983
Yakuza Like A Dragon Hero Edition,2020,13.97,11/23/22 15:16:57,15.94,11/23/22 07:33:53,True,-1.9699999999999989
The Yakuza Remastered Collection,2020,5.99,11/23/22 15:16:57,5.98,11/23/22 07:33:53,False,0.009999999999999787
Yakuza Like A Dragon Day One Edition,2020,21.99,11/23/22 15:16:57,21.95,11/23/22 07:33:53,False,0.03999999999999915
Yakuza 5 Remastered,2019,5.97,11/23/22 15:16:57,5.97,11/23/22 07:33:53,False,0.0
Yakuza 4 Remastered,2019,5.98,11/23/22 15:16:57,5.97,11/23/22 07:33:53,False,0.010000000000000675
Yakuza 3 Remastered,2018,5.98,11/23/22 15:16:57,5.97,11/23/22 07:33:53,False,0.010000000000000675
Yakuza Kiwami 2,2017,4.49,11/23/22 15:16:57,4.48,11/23/22 07:33:53,False,0.009999999999999787
Yakuza 6 The Song Of Life,2016,3.99,11/23/22 15:16:57,3.97,11/23/22 07:33:53,False,0.020000000000000018
Yakuza Kiwami,2016,3.69,11/23/22 15:16:57,3.69,11/23/22 07:33:53,False,0.0
Yakuza 0,2015,3.69,11/23/22 15:16:57,3.71,11/23/22 07:33:53,True,-0.020000000000000018
Devil May Cry 5 Special Edition,2020,11.72,11/23/22 15:16:58,11.68,11/23/22 07:33:55,False,0.040000000000000924
Red Dead Redemption 2,2018,8.2,11/23/22 15:17:00,8.17,11/23/22 07:33:56,False,0.02999999999999936
Red Dead Redemption 2 Ultimate Edition,2018,29.27,11/23/22 15:17:00,31.25,11/23/22 07:33:56,True,-1.9800000000000004
Red Dead Redemption 2 Special Edition,,29.39,11/23/22 15:17:00,29.39,11/23/22 07:33:56,False,0.0
