result_name,release_yr,latest_captured_price_usd,latest_captured_timestamp,previous_price_usd,previous_captured_timestamp,is_cheaper,difference
Code Vein Deluxe Edition,2019,8.05,10/19/22 17:48:22,8.07,10/18/22 22:34:26,True,-0.019999999999999574
Code Vein,2019,3.31,10/19/22 17:48:22,3.32,10/18/22 22:34:26,True,-0.009999999999999787
Dragon Ball Z Kakarot,2020,5.55,10/19/22 17:48:24,5.55,10/18/22 22:34:28,False,0.0
Dragon Ball Z Kakarot Ultimate Edition,2020,20.99,10/19/22 17:48:24,21.0,10/18/22 22:34:28,True,-0.010000000000001563
Dragon Ball Z Kakarot Deluxe Edition,2020,13.74,10/19/22 17:48:24,13.75,10/18/22 22:34:28,True,-0.009999999999999787
Dragon Quest Xi S Echoes Of An Elusive Age Definitive Edition,2019,17.37,10/19/22 17:48:26,17.38,10/18/22 22:34:29,True,-0.00999999999999801
Assassins Creed Valhalla Complete Edition,2022,36.24,10/19/22 17:48:28,36.26,10/18/22 22:34:32,True,-0.01999999999999602
Assassins Creed Valhalla Dawn Of Ragnarok,2022,11.31,10/19/22 17:48:28,15.95,10/18/22 22:34:32,True,-4.639999999999999
Assassins Creed Valhalla Ragnarok Edition,2022,14.86,10/19/22 17:48:28,18.85,10/18/22 22:34:32,True,-3.990000000000002
Assassins Creed Valhalla Deluxe Edition,2021,15.27,10/19/22 17:48:28,15.28,10/18/22 22:34:32,True,-0.009999999999999787
Assassins Creed Valhalla Immortals Fenyx Rising Bundle,2021,17.18,10/19/22 17:48:28,17.19,10/18/22 22:34:32,True,-0.010000000000001563
Assassins Creed Valhalla,2020,12.02,10/19/22 17:48:28,10.03,10/18/22 22:34:32,False,1.9900000000000002
Assassins Creed Valhalla Ultimate Edition,2020,42.96,10/19/22 17:48:28,42.98,10/18/22 22:34:32,True,-0.01999999999999602
Assassins Creed Valhalla Gold Edition,2020,40.35,10/19/22 17:48:28,40.38,10/18/22 22:34:32,True,-0.030000000000001137
Assassins Creed Valhalla Watch Dogs Legion Bundle,2020,19.88,10/19/22 17:48:28,19.89,10/18/22 22:34:32,True,-0.010000000000001563
Azure Striker Gunvolt 3,2022,5.24,10/19/22 17:48:30,5.25,10/18/22 22:34:33,True,-0.009999999999999787
Azure Striker Gunvolt 2,2016,2.97,10/19/22 17:48:30,2.97,10/18/22 22:34:33,False,0.0
Azure Striker Gunvolt,2014,2.84,10/19/22 17:48:30,2.85,10/18/22 22:34:33,True,-0.010000000000000231
Batman Arkham Collection,2018,8.45,10/19/22 17:48:31,8.45,10/18/22 22:34:35,False,0.0
Bayonetta Vanquish 10Th Anniversary Bundle,2020,9.63,10/19/22 17:48:32,9.64,10/18/22 22:34:37,True,-0.009999999999999787
Bayonetta,2009,6.72,10/19/22 17:48:32,6.72,10/18/22 22:34:37,False,0.0
Forza Horizon 5 Hot Wheels,2022,8.19,10/19/22 17:48:34,8.2,10/18/22 22:34:38,True,-0.009999999999999787
Forza Horizon 5,2021,22.14,10/19/22 17:48:34,22.16,10/18/22 22:34:38,True,-0.019999999999999574
Forza Horizon 5 Deluxe Edition,2021,26.68,10/19/22 17:48:34,26.7,10/18/22 22:34:38,True,-0.019999999999999574
Forza Horizon 5 Premium Edition,2021,27.46,10/19/22 17:48:34,27.48,10/18/22 22:34:38,True,-0.019999999999999574
Gunvolt Chronicles Luminous Avenger Ix 2,2022,6.67,10/19/22 17:48:36,6.68,10/18/22 22:34:40,True,-0.009999999999999787
Gunvolt Chronicles Luminous Avenger Ix,2019,7.62,10/19/22 17:48:36,7.62,10/18/22 22:34:40,False,0.0
Immortals Fenyx Rising Gold Edition,2020,11.34,10/19/22 17:48:37,11.35,10/18/22 22:34:41,True,-0.009999999999999787
Gods Monsters,2020,6.7,10/19/22 17:48:37,6.7,10/18/22 22:34:41,False,0.0
Lost Judgment,2021,18.53,10/19/22 17:48:39,18.54,10/18/22 22:34:43,True,-0.00999999999999801
Lost Judgment Digital Deluxe Edition,2021,24.53,10/19/22 17:48:39,24.55,10/18/22 22:34:43,True,-0.019999999999999574
Lost Judgment Digital Ultimate Edition,2021,56.11,10/19/22 17:48:39,56.14,10/18/22 22:34:43,True,-0.030000000000001137
Judgment,2018,7.04,10/19/22 17:48:39,7.06,10/18/22 22:34:43,True,-0.019999999999999574
Gears Of War Juxxxxxx(dement),2013,5.2,10/19/22 17:48:39,5.21,10/18/22 22:34:43,True,-0.009999999999999787
Pathfinder Wrath Of The Righteous The Treasure Of The Midnight Isles,2022,4.93,10/19/22 17:48:41,4.96,10/18/22 22:34:45,True,-0.03000000000000025
Pathfinder Wrath Of The Righteous Through The Ashes,2022,4.93,10/19/22 17:48:41,4.97,10/18/22 22:34:45,True,-0.040000000000000036
Pathfinder Wrath Of The Righteous,2021,18.14,10/19/22 17:48:41,18.16,10/18/22 22:34:45,True,-0.019999999999999574
Oddworld Strangers Wrath Hd,2011,4.14,10/19/22 17:48:41,4.15,10/18/22 22:34:45,True,-0.010000000000000675
Oddworld Strangers Wrath,2005,12.45,10/19/22 17:48:41,12.44,10/18/22 22:34:45,False,0.009999999999999787
Pathfinder Wrath Of The Righteous Inevitable Excess,,4.93,10/19/22 17:48:41,4.96,10/18/22 22:34:45,True,-0.03000000000000025
White Shadows,2021,6.12,10/19/22 17:48:41,6.12,10/18/22 22:34:45,False,0.0
White Noise 2 2,2017,2.76,10/19/22 17:48:41,2.76,10/18/22 22:34:45,False,0.0
White Day A Labyrinth Named School,2015,5.03,10/19/22 17:48:41,5.05,10/18/22 22:34:45,True,-0.019999999999999574
White Night,2015,5.08,10/19/22 17:48:41,5.08,10/18/22 22:34:45,False,0.0
Little Witch In The Woods,2022,6.68,10/19/22 17:48:41,6.68,10/18/22 22:34:45,False,0.0
Destiny 2 The Witch Queen,2022,6.45,10/19/22 17:48:41,12.7,10/18/22 22:34:45,True,-6.249999999999999
Destiny 2 The Witch Queen Deluxe Edition,2022,23.74,10/19/22 17:48:41,23.76,10/18/22 22:34:45,True,-0.020000000000003126
Destiny 2 The Witch Queen Deluxe Bungie 30Th Anniversary Bundle,2022,30.02,10/19/22 17:48:41,30.03,10/18/22 22:34:45,True,-0.010000000000001563
Trigger Witch,2021,4.59,10/19/22 17:48:41,4.6,10/18/22 22:34:45,True,-0.009999999999999787
Blair Witch,2019,3.34,10/19/22 17:48:41,3.34,10/18/22 22:34:45,False,0.0
The Witchs House Mv,2018,3.05,10/19/22 17:48:41,3.05,10/18/22 22:34:45,False,0.0
Dead By Daylight Hour Of The Witch Chapter,,0.82,10/19/22 17:48:41,0.84,10/18/22 22:34:45,True,-0.020000000000000018
Shatter Remastered Deluxe,2022,4.15,10/19/22 17:48:41,4.15,10/18/22 22:34:45,False,0.0
Shred Remastered,2022,5.31,10/19/22 17:48:41,5.32,10/18/22 22:34:45,True,-0.010000000000000675
Crypt Of The Serpent King Remastered 4K Edition,2022,1.08,10/19/22 17:48:41,1.09,10/18/22 22:34:45,True,-0.010000000000000009
Sticktype Remastered,2022,2.79,10/19/22 17:48:41,2.8,10/18/22 22:34:45,True,-0.009999999999999787
Life Is Strange Remastered Collection,2022,19.87,10/19/22 17:48:41,19.88,10/18/22 22:34:45,True,-0.00999999999999801
Life Is Strange Remastered,2022,33.41,10/19/22 17:48:41,33.43,10/18/22 22:34:45,True,-0.020000000000003126
Elasto Mania Remastered,2022,4.55,10/19/22 17:48:41,4.56,10/18/22 22:34:45,True,-0.009999999999999787
Draculas Legacy Remastered,2021,6.31,10/19/22 17:48:41,6.31,10/18/22 22:34:45,False,0.0
Alan Wake Remastered,2021,5.23,10/19/22 17:48:41,5.24,10/18/22 22:34:45,True,-0.009999999999999787
Crysis Remastered Trilogy,2021,12.24,10/19/22 17:48:41,12.27,10/18/22 22:34:45,True,-0.02999999999999936
Violett Remastered,2021,2.19,10/19/22 17:48:41,2.2,10/18/22 22:34:45,True,-0.010000000000000231
Shadow Man Remastered,2021,2.18,10/19/22 17:48:41,2.18,10/18/22 22:34:45,False,0.0
3D Billiards Pool Snooker Remastered,2021,6.26,10/19/22 17:48:41,6.26,10/18/22 22:34:45,False,0.0
Beyond Enemy Lines Remastered Edition,2020,7.94,10/19/22 17:48:41,7.95,10/18/22 22:34:45,True,-0.009999999999999787
Need For Speed Hot Pursuit Remastered,2020,4.28,10/19/22 17:48:41,4.28,10/18/22 22:34:45,False,0.0
Crysis Remastered,2020,3.36,10/19/22 17:48:41,3.37,10/18/22 22:34:45,True,-0.010000000000000231
Saints Row The Third Remastered,2020,6.38,10/19/22 17:48:41,6.38,10/18/22 22:34:45,False,0.0
Call Of Duty Modern Warfare 2 Campaign Remastered,2020,13.28,10/19/22 17:48:41,13.29,10/18/22 22:34:45,True,-0.009999999999999787
Wasteland Remastered,2020,1.8,10/19/22 17:48:41,1.8,10/18/22 22:34:45,False,0.0
Reed Remastered,2020,2.3,10/19/22 17:48:41,2.3,10/18/22 22:34:45,False,0.0
The Yakuza Remastered Collection,2020,8.42,10/19/22 17:48:41,8.43,10/18/22 22:34:45,True,-0.009999999999999787
Ghostbusters The Video Game Remastered,2019,5.75,10/19/22 17:48:41,5.58,10/18/22 22:34:45,False,0.16999999999999993
Final Fantasy Viii Remastered,2019,6.63,10/19/22 17:48:41,6.64,10/18/22 22:34:45,True,-0.009999999999999787
Yakuza 5 Remastered,2019,6.88,10/19/22 17:48:41,6.88,10/18/22 22:34:45,False,0.0
Sniper Elite V2 Remastered,2019,3.67,10/19/22 17:48:41,3.67,10/18/22 22:34:45,False,0.0
Assassins Creed Iii Remastered,2019,4.19,10/19/22 17:48:41,4.19,10/18/22 22:34:45,False,0.0
Yakuza 4 Remastered,2019,6.95,10/19/22 17:48:41,6.95,10/18/22 22:34:45,False,0.0
Spyro Crash Remastered Game Bundle,2018,39.26,10/19/22 17:48:41,39.28,10/18/22 22:34:45,True,-0.020000000000003126
Yakuza 3 Remastered,2018,6.95,10/19/22 17:48:41,6.95,10/18/22 22:34:45,False,0.0
Forsaken Remastered,2018,18.05,10/19/22 17:48:41,18.06,10/18/22 22:34:45,True,-0.00999999999999801
Lumines Remastered,2018,7.57,10/19/22 17:48:41,7.57,10/18/22 22:34:45,False,0.0
Dark Souls Remastered,2018,7.01,10/19/22 17:48:41,7.02,10/18/22 22:34:45,True,-0.009999999999999787
Assassins Creed Rogue Remastered,2018,3.27,10/19/22 17:48:41,3.52,10/18/22 22:34:45,True,-0.25
Burnout Paradise Remastered,2018,3.98,10/19/22 17:48:41,3.98,10/18/22 22:34:45,False,0.0
The Raven Remastered,2018,1.83,10/19/22 17:48:41,1.85,10/18/22 22:34:45,True,-0.020000000000000018
Voodoo Vince Remastered,2017,1.86,10/19/22 17:48:41,,,False,
Call Of Duty Modern Warfare Remastered,2016,4.67,10/19/22 17:48:41,4.24,10/18/22 22:34:45,False,0.4299999999999997
Rocksmith 2014 Edition Remastered,2016,9.24,10/19/22 17:48:41,9.25,10/18/22 22:34:45,True,-0.009999999999999787
Bioshock Remastered,2016,3.5,10/19/22 17:48:41,3.5,10/18/22 22:34:45,False,0.0
Bioshock 2 Remastered,2016,3.31,10/19/22 17:48:41,3.31,10/18/22 22:34:45,False,0.0
Castle Crashers Remastered,2015,6.64,10/19/22 17:48:41,3.81,10/18/22 22:34:45,False,2.8299999999999996
Black Desert Online,2015,16.83,10/19/22 17:48:41,16.85,10/18/22 22:34:45,True,-0.020000000000003126
Crysis 3 Remastered,,3.27,10/19/22 17:48:41,3.3,10/18/22 22:34:45,True,-0.029999999999999805
Crysis 2 Remastered,,2.19,10/19/22 17:48:41,2.19,10/18/22 22:34:45,False,0.0
Nier Replicant Ver 1 22474487139,2021,17.04,10/19/22 17:48:43,17.05,10/18/22 22:34:46,True,-0.010000000000001563
Nier Replicant,2010,51.02,10/19/22 17:48:43,51.34,10/18/22 22:34:46,True,-0.3200000000000003
Nierautomata Become As Gods Edition,2018,11.68,10/19/22 17:48:44,11.69,10/18/22 22:34:47,True,-0.009999999999999787
No More Heroes Iii,2021,33.56,10/19/22 17:48:45,17.3,10/18/22 22:34:49,False,16.26
Octopath Traveler,2018,16.38,10/19/22 17:48:47,16.39,10/18/22 22:34:51,True,-0.010000000000001563
Ori And The Will Of The Wisps,2020,3.05,10/19/22 17:48:48,3.05,10/18/22 22:34:53,False,0.0
Overcooked 2 Gourmet Edition,2020,1.12,10/19/22 17:48:50,1.12,10/18/22 22:34:54,False,0.0
Overcooked 2 Night Of The Hangry Horde,2019,7.27,10/19/22 17:48:50,7.27,10/18/22 22:34:54,False,0.0
Overcooked 2 Campfire Cook Off,2019,1.87,10/19/22 17:48:50,1.87,10/18/22 22:34:54,False,0.0
Overcooked 2 2,2018,0.49,10/19/22 17:48:50,0.52,10/18/22 22:34:54,True,-0.030000000000000027
