result_name,release_yr,latest_captured_price_usd,latest_captured_timestamp,previous_price_usd,previous_captured_timestamp,is_cheaper,difference
Code Vein,2019,3.29,10/21/22 08:11:11,3.31,10/19/22 17:48:22,True,-0.020000000000000018
Code Vein Deluxe Edition,2019,8.01,10/21/22 08:11:11,8.05,10/19/22 17:48:22,True,-0.040000000000000924
Dragon Ball Z Kakarot,2020,4.54,10/21/22 08:11:13,5.55,10/19/22 17:48:24,True,-1.0099999999999998
Dragon Ball Z Kakarot Ultimate Edition,2020,20.85,10/21/22 08:11:13,20.99,10/19/22 17:48:24,True,-0.13999999999999702
Dragon Ball Z Kakarot Deluxe Edition,2020,13.64,10/21/22 08:11:13,13.74,10/19/22 17:48:24,True,-0.09999999999999964
Dragon Quest Xi S Echoes Of An Elusive Age Definitive Edition,2019,17.25,10/21/22 08:11:15,17.37,10/19/22 17:48:26,True,-0.120000000000001
Assassins Creed Valhalla Complete Edition,2022,36.0,10/21/22 08:11:17,36.24,10/19/22 17:48:28,True,-0.240000000000002
Assassins Creed Valhalla Dawn Of Ragnarok,2022,10.66,10/21/22 08:11:17,11.31,10/19/22 17:48:28,True,-0.6500000000000004
Assassins Creed Valhalla Ragnarok Edition,2022,13.73,10/21/22 08:11:17,14.86,10/19/22 17:48:28,True,-1.129999999999999
Assassins Creed Valhalla Deluxe Edition,2021,14.66,10/21/22 08:11:17,15.27,10/19/22 17:48:28,True,-0.6099999999999994
Assassins Creed Valhalla Immortals Fenyx Rising Bundle,2021,17.06,10/21/22 08:11:17,17.18,10/19/22 17:48:28,True,-0.120000000000001
Assassins Creed Valhalla,2020,9.94,10/21/22 08:11:17,12.02,10/19/22 17:48:28,True,-2.08
Assassins Creed Valhalla Gold Edition,2020,40.08,10/21/22 08:11:17,40.35,10/19/22 17:48:28,True,-0.2700000000000031
Assassins Creed Valhalla Ultimate Edition,2020,42.67,10/21/22 08:11:17,42.96,10/19/22 17:48:28,True,-0.28999999999999915
Assassins Creed Valhalla Watch Dogs Legion Bundle,2020,19.74,10/21/22 08:11:17,19.88,10/19/22 17:48:28,True,-0.14000000000000057
Azure Striker Gunvolt 3,2022,5.21,10/21/22 08:11:19,5.24,10/19/22 17:48:30,True,-0.03000000000000025
Azure Striker Gunvolt 2,2016,2.92,10/21/22 08:11:19,2.97,10/19/22 17:48:30,True,-0.050000000000000266
