result_name,release_yr,latest_captured_price_usd,latest_captured_timestamp,url,previous_price_usd,previous_captured_timestamp,is_cheaper,difference
Code Vein Deluxe Edition,2019,8.04,02/13/23 15:39:41,https://cdkeyprices.com/search?sk=CODE+VEIN&categories=&platforms=all_xbox&types=game&filter=1,8.07,02/13/23 07:56:20,True,-0.030000000000001137
Code Vein,2019,4.16,02/13/23 15:39:41,https://cdkeyprices.com/search?sk=CODE+VEIN&categories=&platforms=all_xbox&types=game&filter=1,4.34,02/13/23 07:56:20,True,-0.17999999999999972
Dragon Ball Z Kakarot A New Power Awakens Set,2020,9.77,02/13/23 15:39:43,https://cdkeyprices.com/search?sk=DRAGON+BALL+Z:+KAKAROT&categories=&platforms=all_xbox&types=game&filter=1,9.78,02/13/23 07:56:21,True,-0.009999999999999787
Dragon Ball Z Kakarot,2020,11.52,02/13/23 15:39:43,https://cdkeyprices.com/search?sk=DRAGON+BALL+Z:+KAKAROT&categories=&platforms=all_xbox&types=game&filter=1,11.55,02/13/23 07:56:21,True,-0.030000000000001137
Dragon Ball Z Kakarot Ultimate Edition,2020,39.32,02/13/23 15:39:43,https://cdkeyprices.com/search?sk=DRAGON+BALL+Z:+KAKAROT&categories=&platforms=all_xbox&types=game&filter=1,39.43,02/13/23 07:56:21,True,-0.10999999999999943
Dragon Ball Z Kakarot Deluxe Edition,2020,79.53,02/13/23 15:39:43,https://cdkeyprices.com/search?sk=DRAGON+BALL+Z:+KAKAROT&categories=&platforms=all_xbox&types=game&filter=1,71.96,02/13/23 07:56:21,False,7.570000000000007
Assassins Creed Valhalla Dawn Of Ragnarok,,6.62,02/13/23 15:39:45,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,6.64,02/13/23 07:56:23,True,-0.019999999999999574
Assassins Creed Valhalla Ragnarok Edition,2022,15.47,02/13/23 15:39:45,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,15.52,02/13/23 07:56:23,True,-0.049999999999998934
Assassins Creed Valhalla Complete Edition,2022,27.54,02/13/23 15:39:45,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,27.62,02/13/23 07:56:23,True,-0.08000000000000185
Assassins Creed Valhalla Deluxe Edition,2022,16.55,02/13/23 15:39:45,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,16.6,02/13/23 07:56:23,True,-0.05000000000000071
Assassins Creed Valhalla Immortals Fenyx Rising Bundle,2021,13.41,02/13/23 15:39:45,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,13.44,02/13/23 07:56:23,True,-0.02999999999999936
Assassins Creed Valhalla Watch Dogs Legion Bundle,2021,21.92,02/13/23 15:39:45,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,21.98,02/13/23 07:56:23,True,-0.05999999999999872
Assassins Creed Valhalla,2020,8.25,02/13/23 15:39:45,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,8.29,02/13/23 07:56:23,True,-0.03999999999999915
Assassins Creed Valhalla The Way Of The Berserker,2020,1.92,02/13/23 15:39:45,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,1.92,02/13/23 07:56:23,False,0.0
Assassins Creed Valhalla Gold Edition,2020,61.88,02/13/23 15:39:45,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,62.09,02/13/23 07:56:23,True,-0.21000000000000085
Assassins Creed Valhalla Ultimate Edition,2020,46.58,02/13/23 15:39:45,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,46.7,02/13/23 07:56:23,True,-0.12000000000000455
Azure Striker Gunvolt 3,,3.67,02/13/23 15:39:46,https://cdkeyprices.com/search?sk=Azure+Striker+GUNVOLT&categories=&platforms=all_xbox&types=game&filter=1,3.69,02/13/23 07:56:24,True,-0.020000000000000018
Azure Striker Gunvolt 2,2022,3.39,02/13/23 15:39:46,https://cdkeyprices.com/search?sk=Azure+Striker+GUNVOLT&categories=&platforms=all_xbox&types=game&filter=1,3.1,02/13/23 07:56:24,False,0.29000000000000004
