result_name,release_yr,latest_captured_price_usd,latest_captured_timestamp,url,previous_price_usd,previous_captured_timestamp,is_cheaper,difference
Code Vein Deluxe Edition,2019,8.07,02/13/23 07:56:20,https://cdkeyprices.com/search?sk=CODE+VEIN&categories=&platforms=all_xbox&types=game&filter=1,8.08,02/12/23 14:08:56,True,-0.009999999999999787
Code Vein,2019,4.34,02/13/23 07:56:20,https://cdkeyprices.com/search?sk=CODE+VEIN&categories=&platforms=all_xbox&types=game&filter=1,4.41,02/12/23 14:08:56,True,-0.07000000000000028
Dragon Ball Z Kakarot A New Power Awakens Set,2020,9.78,02/13/23 07:56:21,https://cdkeyprices.com/search?sk=DRAGON+BALL+Z:+KAKAROT&categories=&platforms=all_xbox&types=game&filter=1,9.78,02/12/23 14:08:57,False,0.0
Dragon Ball Z Kakarot,2020,11.55,02/13/23 07:56:21,https://cdkeyprices.com/search?sk=DRAGON+BALL+Z:+KAKAROT&categories=&platforms=all_xbox&types=game&filter=1,11.55,02/12/23 14:08:57,False,0.0
Dragon Ball Z Kakarot Ultimate Edition,2020,39.43,02/13/23 07:56:21,https://cdkeyprices.com/search?sk=DRAGON+BALL+Z:+KAKAROT&categories=&platforms=all_xbox&types=game&filter=1,39.43,02/12/23 14:08:57,False,0.0
Dragon Ball Z Kakarot Deluxe Edition,2020,71.96,02/13/23 07:56:21,https://cdkeyprices.com/search?sk=DRAGON+BALL+Z:+KAKAROT&categories=&platforms=all_xbox&types=game&filter=1,71.96,02/12/23 14:08:57,False,0.0
Assassins Creed Valhalla Dawn Of Ragnarok,,6.64,02/13/23 07:56:23,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,6.64,02/12/23 14:08:59,False,0.0
Assassins Creed Valhalla Ragnarok Edition,2022,15.52,02/13/23 07:56:23,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,15.52,02/12/23 14:08:59,False,0.0
Assassins Creed Valhalla Complete Edition,2022,27.62,02/13/23 07:56:23,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,27.62,02/12/23 14:08:59,False,0.0
Assassins Creed Valhalla Deluxe Edition,2022,16.6,02/13/23 07:56:23,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,13.13,02/12/23 14:08:59,False,3.4700000000000006
Assassins Creed Valhalla Immortals Fenyx Rising Bundle,2021,13.44,02/13/23 07:56:23,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,13.44,02/12/23 14:08:59,False,0.0
Assassins Creed Valhalla Watch Dogs Legion Bundle,2021,21.98,02/13/23 07:56:23,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,21.98,02/12/23 14:08:59,False,0.0
