result_name,release_yr,latest_captured_price_usd,latest_captured_timestamp,previous_price_usd,previous_captured_timestamp,is_cheaper,difference
Code Vein,2019,3.41,11/11/22 08:59:24,3.37,11/10/22 09:27:32,False,0.040000000000000036
Code Vein Deluxe Edition,2019,8.31,11/11/22 08:59:24,8.21,11/10/22 09:27:32,False,0.09999999999999964
Dragon Ball Z Kakarot,2020,8.15,11/11/22 08:59:26,8.32,11/10/22 09:27:34,True,-0.16999999999999993
Dragon Ball Z Kakarot Ultimate Edition,2020,21.55,11/11/22 08:59:26,21.34,11/10/22 09:27:34,False,0.21000000000000085
Dragon Ball Z Kakarot Deluxe Edition,2020,14.16,11/11/22 08:59:26,13.99,11/10/22 09:27:34,False,0.16999999999999993
Dragon Quest Xi S Echoes Of An Elusive Age Definitive Edition,2019,17.92,11/11/22 08:59:28,17.69,11/10/22 09:27:36,False,0.23000000000000043
Assassins Creed Valhalla Complete Edition,2022,37.37,11/11/22 08:59:30,36.92,11/10/22 09:27:38,False,0.44999999999999574
Assassins Creed Valhalla Dawn Of Ragnarok,2022,11.77,11/11/22 08:59:30,11.62,11/10/22 09:27:38,False,0.15000000000000036
Assassins Creed Valhalla Ragnarok Edition,2022,20.33,11/11/22 08:59:30,17.18,11/10/22 09:27:38,False,3.1499999999999986
Assassins Creed Valhalla Deluxe Edition,2021,14.17,11/11/22 08:59:30,13.97,11/10/22 09:27:38,False,0.1999999999999993
Assassins Creed Valhalla Immortals Fenyx Rising Bundle,2021,17.23,11/11/22 08:59:30,17.01,11/10/22 09:27:38,False,0.21999999999999886
Assassins Creed Valhalla,2020,11.93,11/11/22 08:59:30,11.78,11/10/22 09:27:38,False,0.15000000000000036
Assassins Creed Valhalla Gold Edition,2020,41.92,11/11/22 08:59:30,41.4,11/10/22 09:27:38,False,0.5200000000000031
Assassins Creed Valhalla Ultimate Edition,2020,44.31,11/11/22 08:59:30,43.76,11/10/22 09:27:38,False,0.5500000000000043
Assassins Creed Valhalla Watch Dogs Legion Bundle,2020,19.82,11/11/22 08:59:30,18.96,11/10/22 09:27:38,False,0.8599999999999994
Azure Striker Gunvolt 3,2022,6.47,11/11/22 08:59:32,6.39,11/10/22 09:27:40,False,0.08000000000000007
Azure Striker Gunvolt 2,2016,3.05,11/11/22 08:59:32,3.01,11/10/22 09:27:40,False,0.040000000000000036
Azure Striker Gunvolt,2014,4.53,11/11/22 08:59:32,4.47,11/10/22 09:27:40,False,0.0600000000000005
Batman Arkham Collection,2018,5.3,11/11/22 08:59:33,5.43,11/10/22 09:27:41,True,-0.1299999999999999
Bayonetta Vanquish 10Th Anniversary Bundle,2020,4.93,11/11/22 08:59:35,4.86,11/10/22 09:27:43,False,0.0699999999999994
Bayonetta,2009,3.49,11/11/22 08:59:35,3.45,11/10/22 09:27:43,False,0.040000000000000036
Forza Horizon 5 Hot Wheels,2022,10.22,11/11/22 08:59:37,10.1,11/10/22 09:27:45,False,0.120000000000001
Forza Horizon 5,2021,22.83,11/11/22 08:59:37,22.55,11/10/22 09:27:45,False,0.2799999999999976
Forza Horizon 5 Deluxe Edition,2021,33.19,11/11/22 08:59:37,32.78,11/10/22 09:27:45,False,0.4099999999999966
