result_name,release_yr,latest_captured_price_usd,latest_captured_timestamp,previous_price_usd,previous_captured_timestamp,is_cheaper,difference
Code Vein Deluxe Edition,2019,8.82,01/29/23 07:44:20,9.3,01/28/23 06:33:16,True,-0.4800000000000004
Code Vein,2019,4.37,01/29/23 07:44:20,4.37,01/28/23 06:33:16,False,0.0
Code Shifter,2020,2.1,01/29/23 07:44:20,2.1,01/28/23 06:33:16,False,0.0
Dragon Ball Z Kakarot A New Power Awakens Set,2020,9.35,01/29/23 07:44:23,,,False,
Dragon Ball Z Kakarot,2020,9.34,01/29/23 07:44:23,9.57,01/28/23 06:33:17,True,-0.23000000000000043
Dragon Ball Z Kakarot Deluxe Edition,2020,24.78,01/29/23 07:44:23,24.81,01/28/23 06:33:17,True,-0.029999999999997584
Dragon Ball Z Kakarot Ultimate Edition,2020,42.18,01/29/23 07:44:23,23.03,01/28/23 06:33:17,False,19.15
Dragon Ball The Breakers,2022,12.72,01/29/23 07:44:23,12.74,01/28/23 06:33:17,True,-0.019999999999999574
Dragon Ball Fighterz Gogeta Ss4,2021,3.19,01/29/23 07:44:23,,,False,
Dragon Ball Fighterz Fighterz Pass 2,2019,5.83,01/29/23 07:44:23,8.61,01/28/23 06:33:17,True,-2.7799999999999994
Dragon Ball Xenoverse 2 Extra Pass,2018,7.49,01/29/23 07:44:23,7.5,01/28/23 06:33:17,True,-0.009999999999999787
Dragon Ball Fighterz Broly,2018,3.22,01/29/23 07:44:23,,,False,
Dragon Ball Fighterz,2018,4.21,01/29/23 07:44:23,3.17,01/28/23 06:33:17,False,1.04
Dragon Ball Fighterz Fighterz Pass,2018,8.26,01/29/23 07:44:23,6.3,01/28/23 06:33:17,False,1.96
Dragon Ball Fighterz Ultimate Edition,2018,16.21,01/29/23 07:44:23,16.61,01/28/23 06:33:17,True,-0.3999999999999986
Dragon Ball Fighterz Fighterz Edition,2018,6.99,01/29/23 07:44:23,7.16,01/28/23 06:33:17,True,-0.16999999999999993
Dragon Ball Xenoverse 2,2016,4.47,01/29/23 07:44:23,2.68,01/28/23 06:33:17,False,1.7899999999999996
Dragon Ball Xenoverse,2015,1.29,01/29/23 07:44:23,1.31,01/28/23 06:33:17,True,-0.020000000000000018
Dragon Ball The Breakers Special Edition,1970,26.52,01/29/23 07:44:23,26.56,01/28/23 06:33:17,True,-0.03999999999999915
Dragon Ball Xenoverse 2 Deluxe Edition,,90.05,01/29/23 07:44:23,90.19,01/28/23 06:33:17,True,-0.14000000000000057
Dragon Ball Xenoverse 2 Ultra Pack 1,,9.91,01/29/23 07:44:23,9.91,01/28/23 06:33:17,False,0.0
Dragon Ball Xenoverse Time Travel Edition,,11.37,01/29/23 07:44:23,11.39,01/28/23 06:33:17,True,-0.02000000000000135
Kid Ball Adventure,1970,0.59,01/29/23 07:44:23,2.53,01/28/23 06:33:17,True,-1.94
Super Monkey Ball Banana Mania,2022,2.7,01/29/23 07:44:23,2.77,01/28/23 06:33:17,True,-0.06999999999999984
Super Monkey Ball Banana Mania Digital Deluxe Edition,2021,13.18,01/29/23 07:44:23,11.61,01/28/23 06:33:17,False,1.5700000000000003
2K Ball N Brawl,2021,10.53,01/29/23 07:44:23,10.55,01/28/23 06:33:17,True,-0.02000000000000135
Team Sonic Racing Super Monkey Ball Banana Blitz Hd,2021,26.36,01/29/23 07:44:23,11.62,01/28/23 06:33:17,False,14.74
Super Monkey Ball Banana Blitz Hd,2019,8.44,01/29/23 07:44:23,8.8,01/28/23 06:33:17,True,-0.3600000000000012
Pig Eat Ball,2019,14.75,01/29/23 07:44:23,14.77,01/28/23 06:33:17,True,-0.019999999999999574
Ball Lab,2018,2.47,01/29/23 07:44:23,2.47,01/28/23 06:33:17,False,0.0
Boom Ball 3 For Kinect,2018,9.72,01/29/23 07:44:23,12.2,01/28/23 06:33:17,True,-2.4799999999999986
Kinect Bundle Boom Ball 2 Squid Hero,2017,3.16,01/29/23 07:44:23,3.11,01/28/23 06:33:17,False,0.050000000000000266
Boom Ball 2 For Kinect,2017,12.19,01/29/23 07:44:23,12.2,01/28/23 06:33:17,True,-0.009999999999999787
Boom Ball For Kinect,2016,1.99,01/29/23 07:44:23,2.0,01/28/23 06:33:17,True,-0.010000000000000009
Super Dodge Ball,2014,4.22,01/29/23 07:44:23,4.23,01/28/23 06:33:17,True,-0.010000000000000675
Like A Dragon Ishin,1989,49.95,01/29/23 07:44:23,50.03,01/28/23 06:33:17,True,-0.0799999999999983
Dragon Prana,2023,4.88,01/29/23 07:44:23,4.89,01/28/23 06:33:17,True,-0.009999999999999787
Far Cry 3 Blood Dragon Classic Edition,2022,6.3,01/29/23 07:44:23,8.26,01/28/23 06:33:17,True,-1.96
Tiny Tinas Assault On Dragon Keep A Wonderlands One Shot Adventure,2021,4.21,01/29/23 07:44:23,4.21,01/28/23 06:33:17,False,0.0
Yakuza Like A Dragon Hero Edition,2021,10.21,01/29/23 07:44:23,11.32,01/28/23 06:33:17,True,-1.1099999999999994
