result_name,release_yr,latest_captured_price_usd,latest_captured_timestamp,previous_price_usd,previous_captured_timestamp,is_cheaper,difference
Code Vein,2019,3.64,01/17/23 15:26:16,3.65,01/16/23 07:30:52,True,-0.009999999999999787
Code Vein Deluxe Edition,2019,7.35,01/17/23 15:26:16,7.37,01/16/23 07:30:52,True,-0.020000000000000462
Dragon Ball Z Kakarot,2020,7.7,01/17/23 15:26:18,7.71,01/16/23 07:30:54,True,-0.009999999999999787
Dragon Ball Z Kakarot Ultimate Edition,2020,22.84,01/17/23 15:26:18,22.88,01/16/23 07:30:54,True,-0.03999999999999915
Dragon Ball Z Kakarot A New Power Awakens Set,2020,9.61,01/17/23 15:26:18,9.71,01/16/23 07:30:54,True,-0.10000000000000142
Dragon Ball Z Kakarot Deluxe Edition,2020,16.2,01/17/23 15:26:18,16.22,01/16/23 07:30:54,True,-0.019999999999999574
Dragon Quest Xi S Echoes Of An Elusive Age Definitive Edition,2019,19.19,01/17/23 15:26:20,19.22,01/16/23 07:30:56,True,-0.029999999999997584
Assassins Creed Valhalla Complete Edition,2022,30.15,01/17/23 15:26:22,30.2,01/16/23 07:30:58,True,-0.05000000000000071
Assassins Creed Valhalla Dawn Of Ragnarok,2022,7.78,01/17/23 15:26:22,7.8,01/16/23 07:30:58,True,-0.019999999999999574
Assassins Creed Valhalla Ragnarok Edition,2022,17.07,01/17/23 15:26:22,17.18,01/16/23 07:30:58,True,-0.10999999999999943
Assassins Creed Valhalla Deluxe Edition,2021,13.65,01/17/23 15:26:22,13.67,01/16/23 07:30:58,True,-0.019999999999999574
Assassins Creed Valhalla Immortals Fenyx Rising Bundle,2021,16.8,01/17/23 15:26:22,16.83,01/16/23 07:30:58,True,-0.029999999999997584
Assassins Creed Valhalla,2020,10.87,01/17/23 15:26:22,10.89,01/16/23 07:30:58,True,-0.02000000000000135
Assassins Creed Valhalla Gold Edition,2020,38.71,01/17/23 15:26:22,38.7,01/16/23 07:30:58,False,0.00999999999999801
Assassins Creed Valhalla Ultimate Edition,2020,47.26,01/17/23 15:26:22,47.34,01/16/23 07:30:58,True,-0.0800000000000054
Assassins Creed Valhalla Watch Dogs Legion Bundle,2020,14.28,01/17/23 15:26:22,17.66,01/16/23 07:30:58,True,-3.380000000000001
Azure Striker Gunvolt 3,2022,6.17,01/17/23 15:26:24,10.2,01/16/23 07:31:01,True,-4.029999999999999
Azure Striker Gunvolt 2,2016,5.13,01/17/23 15:26:24,9.15,01/16/23 07:31:01,True,-4.0200000000000005
Azure Striker Gunvolt,2014,4.1,01/17/23 15:26:24,5.15,01/16/23 07:31:01,True,-1.0500000000000007
Batman Arkham Collection,2018,9.09,01/17/23 15:26:25,9.15,01/16/23 07:31:03,True,-0.0600000000000005
Bayonetta Vanquish 10Th Anniversary Bundle,2020,7.32,01/17/23 15:26:27,7.33,01/16/23 07:31:05,True,-0.009999999999999787
Bayonetta,2009,4.34,01/17/23 15:26:27,4.37,01/16/23 07:31:05,True,-0.03000000000000025
Forza Horizon 5 Hot Wheels,2022,11.31,01/17/23 15:26:28,11.46,01/16/23 07:31:07,True,-0.15000000000000036
Forza Horizon 5,2021,16.56,01/17/23 15:26:28,16.59,01/16/23 07:31:07,True,-0.030000000000001137
Forza Horizon 5 Deluxe Edition,2021,41.9,01/17/23 15:26:28,41.97,01/16/23 07:31:07,True,-0.07000000000000028
Gunvolt Chronicles Luminous Avenger Ix 2,2022,6.17,01/17/23 15:26:30,6.3,01/16/23 07:31:09,True,-0.1299999999999999
Gunvolt Chronicles Luminous Avenger Ix,2019,4.63,01/17/23 15:26:30,4.63,01/16/23 07:31:09,False,0.0
Immortals Fenyx Rising Gold Edition,2020,9.97,01/17/23 15:26:32,9.98,01/16/23 07:31:11,True,-0.009999999999999787
Gods Monsters,2020,7.78,01/17/23 15:26:32,7.8,01/16/23 07:31:11,True,-0.019999999999999574
Lost Judgment,2021,10.28,01/17/23 15:26:33,10.3,01/16/23 07:31:12,True,-0.02000000000000135
Lost Judgment Digital Deluxe Edition,2021,16.35,01/17/23 15:26:33,16.38,01/16/23 07:31:12,True,-0.029999999999997584
Lost Judgment Digital Ultimate Edition,2021,20.99,01/17/23 15:26:33,17.89,01/16/23 07:31:12,False,3.099999999999998
Judgment,2018,8.9,01/17/23 15:26:33,8.94,01/16/23 07:31:12,True,-0.03999999999999915
Gears Of War Juxxxxxx(dement),2013,5.21,01/17/23 15:26:33,5.21,01/16/23 07:31:12,False,0.0
Ni No Kuni Wrath Of The White Witch Remastered,2019,37.27,01/17/23 15:26:35,30.25,01/16/23 07:31:15,False,7.020000000000003
Nier Replicant Ver 1 22474487139,2021,15.39,01/17/23 15:26:37,15.42,01/16/23 07:31:17,True,-0.02999999999999936
Nier Replicant,2010,53.17,01/17/23 15:26:37,53.23,01/16/23 07:31:17,True,-0.05999999999999517
Nierautomata Become As Gods Edition,2018,12.85,01/17/23 15:26:38,12.88,01/16/23 07:31:19,True,-0.030000000000001137
No More Heroes Iii,2021,20.42,01/17/23 15:26:39,20.47,01/16/23 07:31:21,True,-0.04999999999999716
Octopath Traveler,2018,18.51,01/17/23 15:26:41,20.6,01/16/23 07:31:23,True,-2.09
Ori And The Will Of The Wisps,2020,2.36,01/17/23 15:26:42,2.57,01/16/23 07:31:25,True,-0.20999999999999996
Overcooked 2 Gourmet Edition,2020,5.99,01/17/23 15:26:44,5.5,01/16/23 07:31:26,False,0.4900000000000002
Overcooked 2 Campfire Cook Off,2019,2.06,01/17/23 15:26:44,2.06,01/16/23 07:31:26,False,0.0
Overcooked 2 Night Of The Hangry Horde,2019,7.99,01/17/23 15:26:44,8.01,01/16/23 07:31:26,True,-0.019999999999999574
Overcooked 2 2,2018,1.82,01/17/23 15:26:44,1.82,01/16/23 07:31:26,False,0.0
Overcooked 2 Carnival Of Chaos,2018,2.06,01/17/23 15:26:44,2.06,01/16/23 07:31:26,False,0.0
Overcooked Overcooked 2,,5.05,01/17/23 15:26:44,5.06,01/16/23 07:31:26,True,-0.009999999999999787
Persona 5 Royal,2019,39.95,01/17/23 15:26:46,40.01,01/16/23 07:31:28,True,-0.05999999999999517
Scarlet Nexus,2021,2.09,01/17/23 15:26:48,2.09,01/16/23 07:31:30,False,0.0
Scarlet Nexus Deluxe Edition,2021,10.5,01/17/23 15:26:48,10.51,01/16/23 07:31:30,True,-0.009999999999999787
Scarlet Nexus Ultimate Edition,2021,20.58,01/17/23 15:26:48,20.62,01/16/23 07:31:30,True,-0.0400000000000027
Sd Gundam Battle Alliance,2022,26.21,01/17/23 15:26:50,26.26,01/16/23 07:31:32,True,-0.05000000000000071
Sd Gundam Battle Alliance Deluxe Edition,,65.08,01/17/23 15:26:50,65.18,01/16/23 07:31:32,True,-0.10000000000000853
Soul Hackers 2,2022,33.04,01/17/23 15:26:52,33.18,01/16/23 07:31:33,True,-0.14000000000000057
Soul Hackers 2 Digital Deluxe Edition,,35.68,01/17/23 15:26:52,36.82,01/16/23 07:31:33,True,-1.1400000000000006
Tales Of Arise Ultimate Edition,2021,42.52,01/17/23 15:26:53,42.58,01/16/23 07:31:35,True,-0.05999999999999517
Tales Of Arise,2021,17.83,01/17/23 15:26:53,12.1,01/16/23 07:31:35,False,5.729999999999999
Tales Of Arise Deluxe Edition,2021,36.2,01/17/23 15:26:53,36.26,01/16/23 07:31:35,True,-0.05999999999999517
Like A Dragon Ishin,2023,49.99,01/17/23 15:26:55,50.12,01/16/23 07:31:38,True,-0.12999999999999545
Yakuza 6 Song Of Life Clan Creator Card Bundle,2021,5.24,01/17/23 15:26:55,5.32,01/16/23 07:31:38,True,-0.08000000000000007
Yakuza Like A Dragon Legendary Hero Edition,2020,16.79,01/17/23 15:26:55,16.81,01/16/23 07:31:38,True,-0.019999999999999574
Yakuza Like A Dragon Hero Edition,2020,9.46,01/17/23 15:26:55,9.47,01/16/23 07:31:38,True,-0.009999999999999787
Yakuza Like A Dragon,2020,9.45,01/17/23 15:26:55,9.46,01/16/23 07:31:38,True,-0.010000000000001563
Yakuza Like A Dragon Day One Edition,2020,25.0,01/17/23 15:26:55,25.03,01/16/23 07:31:38,True,-0.030000000000001137
The Yakuza Remastered Collection,2020,7.2,01/17/23 15:26:55,7.25,01/16/23 07:31:38,True,-0.04999999999999982
Yakuza 4 Remastered,2019,3.98,01/17/23 15:26:55,3.99,01/16/23 07:31:38,True,-0.010000000000000231
Yakuza 5 Remastered,2019,4.19,01/17/23 15:26:55,4.2,01/16/23 07:31:38,True,-0.009999999999999787
Yakuza 3 Remastered,2018,4.19,01/17/23 15:26:55,4.2,01/16/23 07:31:38,True,-0.009999999999999787
Yakuza Kiwami 2,2017,3.07,01/17/23 15:26:55,3.11,01/16/23 07:31:38,True,-0.040000000000000036
