result_name,release_yr,latest_captured_price_usd,latest_captured_timestamp,url,previous_price_usd,previous_captured_timestamp,is_cheaper,difference
Code Vein Deluxe Edition,2019,3.97,04/15/23 07:02:00,https://cdkeyprices.com/search?sk=CODE+VEIN&categories=&platforms=all_xbox&types=game&filter=1,3.97,04/14/23 15:26:14,False,0.0
Code Vein,2019,3.14,04/15/23 07:02:00,https://cdkeyprices.com/search?sk=CODE+VEIN&categories=&platforms=all_xbox&types=game&filter=1,3.16,04/14/23 15:26:14,True,-0.02
Dragon Quest Xi S Echoes Of An Elusive Age Definitive Edition,2019,11.9,04/15/23 07:02:01,https://cdkeyprices.com/search?sk=Dragon+Quest+Xi+S&categories=&platforms=all_xbox&types=game&filter=1,11.99,04/14/23 15:26:14,True,-0.09
Assassins Creed Valhalla Complete Edition,2019,23.72,04/15/23 07:02:02,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,28.14,04/14/23 15:26:16,True,-4.42
Assassins Creed Valhalla Dawn Of Ragnarok,2022,6.82,04/15/23 07:02:02,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,6.88,04/14/23 15:26:16,True,-0.06
Assassins Creed Valhalla Ragnarok Edition,2022,13.2,04/15/23 07:02:02,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,13.3,04/14/23 15:26:16,True,-0.1
Assassins Creed Valhalla Deluxe Edition,2022,10.81,04/15/23 07:02:02,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,10.89,04/14/23 15:26:16,True,-0.08
Assassins Creed Valhalla The Siege Of Paris,2021,20.74,04/15/23 07:02:02,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,20.76,04/14/23 15:26:16,True,-0.02
Assassins Creed Valhalla Wrath Of The Druids,2021,20.74,04/15/23 07:02:02,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,20.76,04/14/23 15:26:16,True,-0.02
Assassins Creed Valhalla Ultimate Edition,2021,47.96,04/15/23 07:02:02,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,48.29,04/14/23 15:26:16,True,-0.33
Assassins Creed Valhalla Gold Edition,2020,42.98,04/15/23 07:02:02,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,80.24,04/14/23 15:26:16,True,-37.26
Assassins Creed Valhalla The Way Of The Berserker,2020,1.59,04/15/23 07:02:02,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,1.6,04/14/23 15:26:16,True,-0.01
Assassins Creed Valhalla Immortals Fenyx Rising Bundle,2019,13.54,04/15/23 07:02:10,https://cdkeyprices.com/search?sk=Immortals+Fenyx+Rising&categories=&platforms=all_xbox&types=game&filter=1,13.64,04/14/23 15:26:21,True,-0.1
Azure Striker Gunvolt 3,2020,3.35,04/15/23 07:02:03,https://cdkeyprices.com/search?sk=Azure+Striker+GUNVOLT&categories=&platforms=all_xbox&types=game&filter=1,3.32,04/14/23 15:26:17,False,0.03
Azure Striker Gunvolt 2,2022,2.19,04/15/23 07:02:03,https://cdkeyprices.com/search?sk=Azure+Striker+GUNVOLT&categories=&platforms=all_xbox&types=game&filter=1,2.17,04/14/23 15:26:17,False,0.02
Azure Striker Gunvolt,2016,2.03,04/15/23 07:02:03,https://cdkeyprices.com/search?sk=Azure+Striker+GUNVOLT&categories=&platforms=all_xbox&types=game&filter=1,2.04,04/14/23 15:26:17,True,-0.01
Batman Arkham Collection,2014,5.32,04/15/23 07:02:04,https://cdkeyprices.com/search?sk=Batman:+Arkham+Collection&categories=&platforms=all_xbox&types=game&filter=1,4.06,04/14/23 15:26:18,False,1.26
Bayonetta Vanquish 10Th Anniversary Bundle,2018,5.26,04/15/23 07:02:05,https://cdkeyprices.com/search?sk=Bayonetta&categories=&platforms=all_xbox&types=game&filter=1,5.34,04/14/23 15:26:19,True,-0.08
Bayonetta,2020,3.78,04/15/23 07:02:05,https://cdkeyprices.com/search?sk=Bayonetta&categories=&platforms=all_xbox&types=game&filter=1,3.81,04/14/23 15:26:19,True,-0.03
Forza Horizon 4 Hot Wheels Legends Car Pack,2009,8.25,04/15/23 07:02:06,https://cdkeyprices.com/search?sk=Forza+Horizon+4&categories=&platforms=all_xbox&types=game&filter=1,8.31,04/14/23 15:26:19,True,-0.06
Forza Horizon 4 Barrett Jackson Car Pack,2021,2.66,04/15/23 07:02:06,https://cdkeyprices.com/search?sk=Forza+Horizon+4&categories=&platforms=all_xbox&types=game&filter=1,2.68,04/14/23 15:26:19,True,-0.02
Forza Horizon 4 Lego Speed Champions,2019,6.78,04/15/23 07:02:06,https://cdkeyprices.com/search?sk=Forza+Horizon+4&categories=&platforms=all_xbox&types=game&filter=1,6.82,04/14/23 15:26:19,True,-0.04
Forza Horizon 4 Ultimate Edition,2019,17.02,04/15/23 07:02:06,https://cdkeyprices.com/search?sk=Forza+Horizon+4&categories=&platforms=all_xbox&types=game&filter=1,17.14,04/14/23 15:26:19,True,-0.12
Forza Horizon 4,2018,10.18,04/15/23 07:02:06,https://cdkeyprices.com/search?sk=Forza+Horizon+4&categories=&platforms=all_xbox&types=game&filter=1,10.25,04/14/23 15:26:19,True,-0.07
Forza Horizon 4 Fortune Island,2018,8.4,04/15/23 07:02:06,https://cdkeyprices.com/search?sk=Forza+Horizon+4&categories=&platforms=all_xbox&types=game&filter=1,8.46,04/14/23 15:26:19,True,-0.06
Forza Horizon 4 Deluxe Edition,2018,19.48,04/15/23 07:02:06,https://cdkeyprices.com/search?sk=Forza+Horizon+4&categories=&platforms=all_xbox&types=game&filter=1,19.61,04/14/23 15:26:19,True,-0.13
Forza Horizon 4 Expansions Bundle,2018,22.7,04/15/23 07:02:06,https://cdkeyprices.com/search?sk=Forza+Horizon+4&categories=&platforms=all_xbox&types=game&filter=1,22.7,04/14/23 15:26:19,False,0.0
Forza Horizon 4 Icons Car Pack,2018,7.99,04/15/23 07:02:06,https://cdkeyprices.com/search?sk=Forza+Horizon+4&categories=&platforms=all_xbox&types=game&filter=1,8.05,04/14/23 15:26:19,True,-0.06
Forza Horizon 4 Vip,,13.84,04/15/23 07:02:06,https://cdkeyprices.com/search?sk=Forza+Horizon+4&categories=&platforms=all_xbox&types=game&filter=1,13.93,04/14/23 15:26:19,True,-0.09
Forza Horizon 5 Rally Adventure,,17.04,04/15/23 07:02:08,https://cdkeyprices.com/search?sk=Forza+Horizon+5&categories=&platforms=all_xbox&types=game&filter=1,17.17,04/14/23 15:26:20,True,-0.13
Forza Horizon 5 Hot Wheels,2023,11.38,04/15/23 07:02:08,https://cdkeyprices.com/search?sk=Forza+Horizon+5&categories=&platforms=all_xbox&types=game&filter=1,11.41,04/14/23 15:26:20,True,-0.03
Forza Horizon 5 Expansions Bundle,2022,21.42,04/15/23 07:02:08,https://cdkeyprices.com/search?sk=Forza+Horizon+5&categories=&platforms=all_xbox&types=game&filter=1,28.28,04/14/23 15:26:20,True,-6.86
Forza Horizon 5,2022,4.7,04/15/23 07:02:08,https://cdkeyprices.com/search?sk=Forza+Horizon+5&categories=&platforms=all_xbox&types=game&filter=1,4.73,04/14/23 15:26:20,True,-0.03
Forza Horizon 5 Deluxe Edition,2021,28.95,04/15/23 07:02:08,https://cdkeyprices.com/search?sk=Forza+Horizon+5&categories=&platforms=all_xbox&types=game&filter=1,28.99,04/14/23 15:26:20,True,-0.04
Forza Horizon 5 Premium Edition,2021,22.48,04/15/23 07:02:08,https://cdkeyprices.com/search?sk=Forza+Horizon+5&categories=&platforms=all_xbox&types=game&filter=1,22.51,04/14/23 15:26:20,True,-0.03
Gunvolt Chronicles Luminous Avenger Ix 2,2021,14.92,04/15/23 07:02:09,https://cdkeyprices.com/search?sk=Gunvolt+Chronicles&categories=&platforms=all_xbox&types=game&filter=1,14.75,04/14/23 15:26:20,False,0.17
Gunvolt Chronicles Luminous Avenger Ix,2022,8.4,04/15/23 07:02:09,https://cdkeyprices.com/search?sk=Gunvolt+Chronicles&categories=&platforms=all_xbox&types=game&filter=1,8.29,04/14/23 15:26:20,False,0.11
Immortals Fenyx Rising Gold Edition,2020,8.53,04/15/23 07:02:10,https://cdkeyprices.com/search?sk=Immortals+Fenyx+Rising&categories=&platforms=all_xbox&types=game&filter=1,8.58,04/14/23 15:26:21,True,-0.05
Lost Judgment,2020,10.66,04/15/23 07:02:11,https://cdkeyprices.com/search?sk=Judgment&categories=&platforms=all_xbox&types=game&filter=1,10.74,04/14/23 15:26:22,True,-0.08
Lost Judgment Digital Deluxe Edition,2021,15.98,04/15/23 07:02:11,https://cdkeyprices.com/search?sk=Judgment&categories=&platforms=all_xbox&types=game&filter=1,16.11,04/14/23 15:26:22,True,-0.13
Lost Judgment Digital Ultimate Edition,2021,14.1,04/15/23 07:02:11,https://cdkeyprices.com/search?sk=Judgment&categories=&platforms=all_xbox&types=game&filter=1,14.08,04/14/23 15:26:22,False,0.02
Judgment,2021,6.94,04/15/23 07:02:11,https://cdkeyprices.com/search?sk=Judgment&categories=&platforms=all_xbox&types=game&filter=1,6.95,04/14/23 15:26:22,True,-0.01
Gears Of War Judgment,2018,10.42,04/15/23 07:02:11,https://cdkeyprices.com/search?sk=Judgment&categories=&platforms=all_xbox&types=game&filter=1,10.51,04/14/23 15:26:22,True,-0.09
Ni No Kuni Wrath Of The White Witch Remastered,2013,22.58,04/15/23 07:02:11,https://cdkeyprices.com/search?sk=Ni+no+Kuni+Wrath+of+the+White+Witch+Remastered&categories=&platforms=all_xbox&types=game&filter=1,17.6,04/14/23 15:26:23,False,4.98
Nier Replicant Ver 1 22474487139,2018,13.85,04/15/23 07:02:13,https://cdkeyprices.com/search?sk=NieR+Replicant&categories=&platforms=all_xbox&types=game&filter=1,13.95,04/14/23 15:26:24,True,-0.1
Nier Replicant,2021,52.14,04/15/23 07:02:13,https://cdkeyprices.com/search?sk=NieR+Replicant&categories=&platforms=all_xbox&types=game&filter=1,52.12,04/14/23 15:26:24,False,0.02
Nierautomata Become As Gods Edition,2021,13.04,04/15/23 07:02:14,https://cdkeyprices.com/search?sk=Nier&categories=&platforms=all_xbox&types=game&filter=1,13.14,04/14/23 15:26:25,True,-0.1
Octopath Traveler,2021,19.77,04/15/23 07:02:16,https://cdkeyprices.com/search?sk=OCTOPATH+TRAVELER&categories=&platforms=all_xbox&types=game&filter=1,19.91,04/14/23 15:26:26,True,-0.14
Ori And The Will Of The Wisps,2018,4.06,04/15/23 07:02:17,https://cdkeyprices.com/search?sk=Ori+and+the+Will+of+the+Wisps&categories=&platforms=all_xbox&types=game&filter=1,4.09,04/14/23 15:26:27,True,-0.03
Overcooked 2 Gourmet Edition,2020,2.85,04/15/23 07:02:17,https://cdkeyprices.com/search?sk=Overcooked!+2&categories=&platforms=all_xbox&types=game&filter=1,2.87,04/14/23 15:26:28,True,-0.02
Overcooked Overcooked 2,2020,6.66,04/15/23 07:02:17,https://cdkeyprices.com/search?sk=Overcooked!+2&categories=&platforms=all_xbox&types=game&filter=1,6.58,04/14/23 15:26:28,False,0.08
Overcooked 2 Night Of The Hangry Horde,2019,14.87,04/15/23 07:02:17,https://cdkeyprices.com/search?sk=Overcooked!+2&categories=&platforms=all_xbox&types=game&filter=1,14.97,04/14/23 15:26:28,True,-0.1
Overcooked 2 2,2019,1.85,04/15/23 07:02:17,https://cdkeyprices.com/search?sk=Overcooked!+2&categories=&platforms=all_xbox&types=game&filter=1,1.86,04/14/23 15:26:28,True,-0.01
Persona 5 Royal,2018,28.56,04/15/23 07:02:18,https://cdkeyprices.com/search?sk=Persona+5+Royal&categories=&platforms=all_xbox&types=game&filter=1,28.76,04/14/23 15:26:29,True,-0.2
Sd Gundam Battle Alliance,2018,31.0,04/15/23 07:02:19,https://cdkeyprices.com/search?sk=SD+GUNDAM+BATTLE+ALLIANCE&categories=&platforms=all_xbox&types=game&filter=1,31.23,04/14/23 15:26:30,True,-0.23
Sd Gundam Battle Alliance Deluxe Edition,2019,34.06,04/15/23 07:02:19,https://cdkeyprices.com/search?sk=SD+GUNDAM+BATTLE+ALLIANCE&categories=&platforms=all_xbox&types=game&filter=1,34.31,04/14/23 15:26:30,True,-0.25
