result_name,release_yr,latest_captured_price_usd,latest_captured_timestamp,url,previous_price_usd,previous_captured_timestamp,is_cheaper,difference
Code Vein Deluxe Edition,2019,8.02,02/17/23 07:36:36,https://cdkeyprices.com/search?sk=CODE+VEIN&categories=&platforms=all_xbox&types=game&filter=1,8.07,02/16/23 17:09:42,True,-0.05000000000000071
Code Vein,2019,4.16,02/17/23 07:36:36,https://cdkeyprices.com/search?sk=CODE+VEIN&categories=&platforms=all_xbox&types=game&filter=1,4.17,02/16/23 17:09:42,True,-0.009999999999999787
Dragon Ball Z Kakarot A New Power Awakens Set,2020,10.15,02/17/23 07:36:37,https://cdkeyprices.com/search?sk=DRAGON+BALL+Z:+KAKAROT&categories=&platforms=all_xbox&types=game&filter=1,10.2,02/16/23 17:09:43,True,-0.049999999999998934
Dragon Ball Z Kakarot,2020,11.52,02/17/23 07:36:37,https://cdkeyprices.com/search?sk=DRAGON+BALL+Z:+KAKAROT&categories=&platforms=all_xbox&types=game&filter=1,11.56,02/16/23 17:09:43,True,-0.040000000000000924
Dragon Ball Z Kakarot Ultimate Edition,2020,46.4,02/17/23 07:36:37,https://cdkeyprices.com/search?sk=DRAGON+BALL+Z:+KAKAROT&categories=&platforms=all_xbox&types=game&filter=1,46.54,02/16/23 17:09:43,True,-0.14000000000000057
Dragon Ball Z Kakarot Deluxe Edition,2020,82.82,02/17/23 07:36:37,https://cdkeyprices.com/search?sk=DRAGON+BALL+Z:+KAKAROT&categories=&platforms=all_xbox&types=game&filter=1,83.21,02/16/23 17:09:43,True,-0.39000000000000057
Assassins Creed Valhalla Dawn Of Ragnarok,,6.63,02/17/23 07:36:39,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,6.65,02/16/23 17:09:45,True,-0.020000000000000462
Assassins Creed Valhalla Ragnarok Edition,2022,15.02,02/17/23 07:36:39,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,15.05,02/16/23 17:09:45,True,-0.030000000000001137
Assassins Creed Valhalla Complete Edition,2022,26.45,02/17/23 07:36:39,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,27.57,02/16/23 17:09:45,True,-1.120000000000001
Assassins Creed Valhalla Deluxe Edition,2022,19.53,02/17/23 07:36:39,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,19.59,02/16/23 17:09:45,True,-0.05999999999999872
Assassins Creed Valhalla Immortals Fenyx Rising Bundle,2021,21.75,02/17/23 07:36:39,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,21.8,02/16/23 17:09:45,True,-0.05000000000000071
Assassins Creed Valhalla Watch Dogs Legion Bundle,2021,14.49,02/17/23 07:36:39,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,14.52,02/16/23 17:09:45,True,-0.02999999999999936
Assassins Creed Valhalla,2020,7.78,02/17/23 07:36:39,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,8.1,02/16/23 17:09:45,True,-0.3199999999999994
Assassins Creed Valhalla The Way Of The Berserker,2020,1.92,02/17/23 07:36:39,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,1.92,02/16/23 17:09:45,False,0.0
Assassins Creed Valhalla Gold Edition,2020,77.81,02/17/23 07:36:39,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,77.63,02/16/23 17:09:45,False,0.18000000000000682
Assassins Creed Valhalla Ultimate Edition,2020,46.58,02/17/23 07:36:39,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,46.72,02/16/23 17:09:45,True,-0.14000000000000057
Azure Striker Gunvolt 3,,3.24,02/17/23 07:36:40,https://cdkeyprices.com/search?sk=Azure+Striker+GUNVOLT&categories=&platforms=all_xbox&types=game&filter=1,3.24,02/16/23 17:09:46,False,0.0
Azure Striker Gunvolt 2,2022,3.25,02/17/23 07:36:40,https://cdkeyprices.com/search?sk=Azure+Striker+GUNVOLT&categories=&platforms=all_xbox&types=game&filter=1,3.28,02/16/23 17:09:46,True,-0.029999999999999805
Azure Striker Gunvolt,2016,7.47,02/17/23 07:36:40,https://cdkeyprices.com/search?sk=Azure+Striker+GUNVOLT&categories=&platforms=all_xbox&types=game&filter=1,7.48,02/16/23 17:09:46,True,-0.010000000000000675
Batman Arkham Collection,2018,9.17,02/17/23 07:36:41,https://cdkeyprices.com/search?sk=Batman:+Arkham+Collection&categories=&platforms=all_xbox&types=game&filter=1,9.2,02/16/23 17:09:47,True,-0.02999999999999936
Bayonetta Vanquish 10Th Anniversary Bundle,,9.11,02/17/23 07:36:43,https://cdkeyprices.com/search?sk=Bayonetta&categories=&platforms=all_xbox&types=game&filter=1,9.11,02/16/23 17:09:48,False,0.0
Bayonetta,,7.97,02/17/23 07:36:43,https://cdkeyprices.com/search?sk=Bayonetta&categories=&platforms=all_xbox&types=game&filter=1,7.98,02/16/23 17:09:48,True,-0.010000000000000675
Forza Horizon 5 Hot Wheels,,13.27,02/17/23 07:36:44,https://cdkeyprices.com/search?sk=Forza+Horizon+5&categories=&platforms=all_xbox&types=game&filter=1,13.35,02/16/23 17:09:50,True,-0.08000000000000007
Forza Horizon 5,2020,16.33,02/17/23 07:36:44,https://cdkeyprices.com/search?sk=Forza+Horizon+5&categories=&platforms=all_xbox&types=game&filter=1,16.37,02/16/23 17:09:50,True,-0.0400000000000027
