result_name,release_yr,latest_captured_price_usd,latest_captured_timestamp,previous_price_usd,previous_captured_timestamp,is_cheaper,difference
Code Vein Deluxe Edition,2019,7.38,01/06/23 07:43:58,10.07,01/05/23 16:24:08,True,-2.6900000000000004
Code Vein,2019,3.53,01/06/23 07:43:58,3.57,01/05/23 16:24:08,True,-0.040000000000000036
Dragon Ball Z Kakarot,2020,7.13,01/06/23 07:44:00,7.2,01/05/23 16:24:10,True,-0.07000000000000028
Dragon Ball Z Kakarot A New Power Awakens Set,2020,9.14,01/06/23 07:44:00,9.08,01/05/23 16:24:10,False,0.0600000000000005
Dragon Ball Z Kakarot Ultimate Edition,2020,22.34,01/06/23 07:44:00,22.53,01/05/23 16:24:10,True,-0.19000000000000128
Dragon Ball Z Kakarot Deluxe Edition,2020,14.98,01/06/23 07:44:00,15.11,01/05/23 16:24:10,True,-0.129999999999999
Dragon Quest Xi S Echoes Of An Elusive Age Definitive Edition,2019,15.49,01/06/23 07:44:03,15.63,01/05/23 16:24:12,True,-0.14000000000000057
Assassins Creed Valhalla Complete Edition,2022,35.71,01/06/23 07:44:05,36.03,01/05/23 16:24:14,True,-0.3200000000000003
Assassins Creed Valhalla Dawn Of Ragnarok,2022,7.57,01/06/23 07:44:05,7.63,01/05/23 16:24:14,True,-0.05999999999999961
Assassins Creed Valhalla Ragnarok Edition,2022,15.8,01/06/23 07:44:05,15.94,01/05/23 16:24:14,True,-0.1399999999999988
Assassins Creed Valhalla Deluxe Edition,2021,13.73,01/06/23 07:44:05,14.4,01/05/23 16:24:14,True,-0.6699999999999999
Assassins Creed Valhalla Immortals Fenyx Rising Bundle,2021,17.6,01/06/23 07:44:05,17.75,01/05/23 16:24:14,True,-0.14999999999999858
Assassins Creed Valhalla,2020,10.56,01/06/23 07:44:05,10.66,01/05/23 16:24:14,True,-0.09999999999999964
Assassins Creed Valhalla Ultimate Edition,2020,45.91,01/06/23 07:44:05,46.32,01/05/23 16:24:14,True,-0.4100000000000037
Assassins Creed Valhalla Gold Edition,2020,38.63,01/06/23 07:44:05,38.64,01/05/23 16:24:14,True,-0.00999999999999801
Assassins Creed Valhalla Watch Dogs Legion Bundle,2020,17.34,01/06/23 07:44:05,22.19,01/05/23 16:24:14,True,-4.850000000000001
Azure Striker Gunvolt 3,2022,5.99,01/06/23 07:44:06,6.04,01/05/23 16:24:16,True,-0.04999999999999982
Azure Striker Gunvolt 2,2016,4.99,01/06/23 07:44:06,5.04,01/05/23 16:24:16,True,-0.04999999999999982
Azure Striker Gunvolt,2014,3.99,01/06/23 07:44:06,4.02,01/05/23 16:24:16,True,-0.02999999999999936
Batman Arkham Collection,2018,8.88,01/06/23 07:44:08,8.96,01/05/23 16:24:18,True,-0.08000000000000007
Bayonetta Vanquish 10Th Anniversary Bundle,2020,8.17,01/06/23 07:44:10,13.3,01/05/23 16:24:19,True,-5.130000000000001
Bayonetta,2009,5.58,01/06/23 07:44:10,7.19,01/05/23 16:24:19,True,-1.6100000000000003
Forza Horizon 5 Hot Wheels,2022,12.86,01/06/23 07:44:11,12.79,01/05/23 16:24:21,False,0.07000000000000028
Forza Horizon 5,2021,16.08,01/06/23 07:44:11,16.23,01/05/23 16:24:21,True,-0.15000000000000213
Forza Horizon 5 Deluxe Edition,2021,40.71,01/06/23 07:44:11,41.07,01/05/23 16:24:21,True,-0.35999999999999943
Gunvolt Chronicles Luminous Avenger Ix 2,2022,7.13,01/06/23 07:44:13,7.2,01/05/23 16:24:22,True,-0.07000000000000028
Gunvolt Chronicles Luminous Avenger Ix,2019,3.07,01/06/23 07:44:13,,,False,
Immortals Fenyx Rising Gold Edition,2020,12.16,01/06/23 07:44:15,11.43,01/05/23 16:24:24,False,0.7300000000000004
Gods Monsters,2020,7.57,01/06/23 07:44:15,7.63,01/05/23 16:24:24,True,-0.05999999999999961
