result_name,release_yr,latest_captured_price_usd,latest_captured_timestamp,url,previous_price_usd,previous_captured_timestamp,is_cheaper,difference
Code Vein Deluxe Edition,2019,6.48,04/02/23 08:28:53,https://cdkeyprices.com/search?sk=CODE+VEIN&categories=&platforms=all_xbox&types=game&filter=1,6.47,04/01/23 07:00:26,False,0.01
Code Vein,2019,3.44,04/02/23 08:28:53,https://cdkeyprices.com/search?sk=CODE+VEIN&categories=&platforms=all_xbox&types=game&filter=1,3.44,04/01/23 07:00:26,False,0.0
Dragon Quest Xi S Echoes Of An Elusive Age Definitive Edition,2019,10.53,04/02/23 08:28:54,https://cdkeyprices.com/search?sk=Dragon+Quest+Xi+S&categories=&platforms=all_xbox&types=game&filter=1,10.53,04/01/23 07:00:27,False,0.0
Assassins Creed Valhalla Complete Edition,2019,26.98,04/02/23 08:28:56,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,25.44,04/01/23 07:00:29,False,1.54
Assassins Creed Valhalla Dawn Of Ragnarok,2022,6.75,04/02/23 08:28:56,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,6.75,04/01/23 07:00:29,False,0.0
Assassins Creed Valhalla Ragnarok Edition,2022,12.64,04/02/23 08:28:56,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,13.7,04/01/23 07:00:29,True,-1.06
Assassins Creed Valhalla Deluxe Edition,2022,11.8,04/02/23 08:28:56,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,11.78,04/01/23 07:00:29,False,0.02
Assassins Creed Valhalla Gold Edition,2021,79.11,04/02/23 08:28:56,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,79.33,04/01/23 07:00:29,True,-0.22
Assassins Creed Valhalla Ultimate Edition,2020,47.44,04/02/23 08:28:56,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,47.43,04/01/23 07:00:29,False,0.01
Assassins Creed Valhalla The Way Of The Berserker,2020,1.75,04/02/23 08:28:56,https://cdkeyprices.com/search?sk=Assassins+Creed+Valhalla&categories=&platforms=all_xbox&types=game&filter=1,1.75,04/01/23 07:00:29,False,0.0
Assassins Creed Valhalla Immortals Fenyx Rising Bundle,2019,13.4,04/02/23 08:29:01,https://cdkeyprices.com/search?sk=Immortals+Fenyx+Rising&categories=&platforms=all_xbox&types=game&filter=1,13.39,04/01/23 07:00:33,False,0.01
Azure Striker Gunvolt 3,2020,3.31,04/02/23 08:28:57,https://cdkeyprices.com/search?sk=Azure+Striker+GUNVOLT&categories=&platforms=all_xbox&types=game&filter=1,3.31,04/01/23 07:00:29,False,0.0
Azure Striker Gunvolt 2,2022,2.16,04/02/23 08:28:57,https://cdkeyprices.com/search?sk=Azure+Striker+GUNVOLT&categories=&platforms=all_xbox&types=game&filter=1,2.16,04/01/23 07:00:29,False,0.0
Azure Striker Gunvolt,2016,2.31,04/02/23 08:28:57,https://cdkeyprices.com/search?sk=Azure+Striker+GUNVOLT&categories=&platforms=all_xbox&types=game&filter=1,2.31,04/01/23 07:00:29,False,0.0
Batman Arkham Collection,2014,8.4,04/02/23 08:28:57,https://cdkeyprices.com/search?sk=Batman:+Arkham+Collection&categories=&platforms=all_xbox&types=game&filter=1,8.43,04/01/23 07:00:30,True,-0.03
Bayonetta Vanquish 10Th Anniversary Bundle,2018,6.51,04/02/23 08:28:58,https://cdkeyprices.com/search?sk=Bayonetta&categories=&platforms=all_xbox&types=game&filter=1,6.51,04/01/23 07:00:31,False,0.0
Bayonetta,2020,4.11,04/02/23 08:28:58,https://cdkeyprices.com/search?sk=Bayonetta&categories=&platforms=all_xbox&types=game&filter=1,4.11,04/01/23 07:00:31,False,0.0
Forza Horizon 5 Hot Wheels,2009,13.2,04/02/23 08:28:59,https://cdkeyprices.com/search?sk=Forza+Horizon+5&categories=&platforms=all_xbox&types=game&filter=1,13.2,04/01/23 07:00:32,False,0.0
Forza Horizon 5 Expansions Bundle,2022,31.44,04/02/23 08:28:59,https://cdkeyprices.com/search?sk=Forza+Horizon+5&categories=&platforms=all_xbox&types=game&filter=1,31.2,04/01/23 07:00:32,False,0.24
Forza Horizon 5,2022,4.65,04/02/23 08:28:59,https://cdkeyprices.com/search?sk=Forza+Horizon+5&categories=&platforms=all_xbox&types=game&filter=1,4.65,04/01/23 07:00:32,False,0.0
Forza Horizon 5 Deluxe Edition,2021,33.73,04/02/23 08:28:59,https://cdkeyprices.com/search?sk=Forza+Horizon+5&categories=&platforms=all_xbox&types=game&filter=1,33.67,04/01/23 07:00:32,False,0.06
Forza Horizon 5 Premium Edition,2021,21.9,04/02/23 08:28:59,https://cdkeyprices.com/search?sk=Forza+Horizon+5&categories=&platforms=all_xbox&types=game&filter=1,21.85,04/01/23 07:00:32,False,0.05
Gunvolt Chronicles Luminous Avenger Ix 2,2021,14.65,04/02/23 08:29:00,https://cdkeyprices.com/search?sk=Gunvolt+Chronicles&categories=&platforms=all_xbox&types=game&filter=1,14.65,04/01/23 07:00:32,False,0.0
Gunvolt Chronicles Luminous Avenger Ix,2022,8.25,04/02/23 08:29:00,https://cdkeyprices.com/search?sk=Gunvolt+Chronicles&categories=&platforms=all_xbox&types=game&filter=1,8.25,04/01/23 07:00:32,False,0.0
Immortals Fenyx Rising Gold Edition,2021,8.44,04/02/23 08:29:01,https://cdkeyprices.com/search?sk=Immortals+Fenyx+Rising&categories=&platforms=all_xbox&types=game&filter=1,8.42,04/01/23 07:00:33,False,0.02
Lost Judgment,2020,10.54,04/02/23 08:29:03,https://cdkeyprices.com/search?sk=Judgment&categories=&platforms=all_xbox&types=game&filter=1,15.34,04/01/23 07:00:34,True,-4.8
Lost Judgment Digital Ultimate Edition,2021,29.8,04/02/23 08:29:03,https://cdkeyprices.com/search?sk=Judgment&categories=&platforms=all_xbox&types=game&filter=1,29.8,04/01/23 07:00:34,False,0.0
Lost Judgment Digital Deluxe Edition,2021,15.89,04/02/23 08:29:03,https://cdkeyprices.com/search?sk=Judgment&categories=&platforms=all_xbox&types=game&filter=1,15.9,04/01/23 07:00:34,True,-0.01
Judgment,2021,8.3,04/02/23 08:29:03,https://cdkeyprices.com/search?sk=Judgment&categories=&platforms=all_xbox&types=game&filter=1,8.29,04/01/23 07:00:34,False,0.01
Gears Of War Judgment,2018,10.32,04/02/23 08:29:03,https://cdkeyprices.com/search?sk=Judgment&categories=&platforms=all_xbox&types=game&filter=1,10.32,04/01/23 07:00:34,False,0.0
Ni No Kuni Wrath Of The White Witch Remastered,2013,21.98,04/02/23 08:29:04,https://cdkeyprices.com/search?sk=Ni+no+Kuni+Wrath+of+the+White+Witch+Remastered&categories=&platforms=all_xbox&types=game&filter=1,21.93,04/01/23 07:00:35,False,0.05
Nier Replicant Ver 1 22474487139,2019,14.75,04/02/23 08:29:04,https://cdkeyprices.com/search?sk=NieR+Replicant&categories=&platforms=all_xbox&types=game&filter=1,14.74,04/01/23 07:00:36,False,0.01
Nier Replicant,2021,53.48,04/02/23 08:29:04,https://cdkeyprices.com/search?sk=NieR+Replicant&categories=&platforms=all_xbox&types=game&filter=1,31.96,04/01/23 07:00:36,False,21.52
Nierautomata Become As Gods Edition,2021,10.87,04/02/23 08:29:05,https://cdkeyprices.com/search?sk=Nier&categories=&platforms=all_xbox&types=game&filter=1,10.87,04/01/23 07:00:38,False,0.0
Octopath Traveler,2021,18.48,04/02/23 08:29:06,https://cdkeyprices.com/search?sk=OCTOPATH+TRAVELER&categories=&platforms=all_xbox&types=game&filter=1,18.47,04/01/23 07:00:40,False,0.01
Ori And The Will Of The Wisps,2018,6.83,04/02/23 08:29:07,https://cdkeyprices.com/search?sk=Ori+and+the+Will+of+the+Wisps&categories=&platforms=all_xbox&types=game&filter=1,6.83,04/01/23 07:00:40,False,0.0
Overcooked 2 Gourmet Edition,2020,3.81,04/02/23 08:29:08,https://cdkeyprices.com/search?sk=Overcooked!+2&categories=&platforms=all_xbox&types=game&filter=1,4.12,04/01/23 07:00:41,True,-0.31
Overcooked Overcooked 2,2020,6.54,04/02/23 08:29:08,https://cdkeyprices.com/search?sk=Overcooked!+2&categories=&platforms=all_xbox&types=game&filter=1,6.54,04/01/23 07:00:41,False,0.0
Overcooked 2 Night Of The Hangry Horde,2019,14.71,04/02/23 08:29:08,https://cdkeyprices.com/search?sk=Overcooked!+2&categories=&platforms=all_xbox&types=game&filter=1,14.7,04/01/23 07:00:41,False,0.01
Overcooked 2 2,2019,1.82,04/02/23 08:29:08,https://cdkeyprices.com/search?sk=Overcooked!+2&categories=&platforms=all_xbox&types=game&filter=1,1.82,04/01/23 07:00:41,False,0.0
Persona 5 Royal,2018,37.66,04/02/23 08:29:09,https://cdkeyprices.com/search?sk=Persona+5+Royal&categories=&platforms=all_xbox&types=game&filter=1,37.65,04/01/23 07:00:42,False,0.01
Sd Gundam Battle Alliance,2018,31.5,04/02/23 08:29:10,https://cdkeyprices.com/search?sk=SD+GUNDAM+BATTLE+ALLIANCE&categories=&platforms=all_xbox&types=game&filter=1,31.49,04/01/23 07:00:43,False,0.01
Sd Gundam Battle Alliance Deluxe Edition,2019,33.69,04/02/23 08:29:10,https://cdkeyprices.com/search?sk=SD+GUNDAM+BATTLE+ALLIANCE&categories=&platforms=all_xbox&types=game&filter=1,41.3,04/01/23 07:00:43,True,-7.61
Soul Hackers 2,2022,21.35,04/02/23 08:29:10,https://cdkeyprices.com/search?sk=Soul+Hackers+2&categories=&platforms=all_xbox&types=game&filter=1,30.95,04/01/23 07:00:43,True,-9.6
Soul Hackers 2 Digital Premium Edition,2022,69.06,04/02/23 08:29:10,https://cdkeyprices.com/search?sk=Soul+Hackers+2&categories=&platforms=all_xbox&types=game&filter=1,69.04,04/01/23 07:00:43,False,0.02
Soul Hackers 2 Digital Deluxe Edition,2022,22.62,04/02/23 08:29:10,https://cdkeyprices.com/search?sk=Soul+Hackers+2&categories=&platforms=all_xbox&types=game&filter=1,22.61,04/01/23 07:00:43,False,0.01
Tales Of Arise,2022,11.48,04/02/23 08:29:11,https://cdkeyprices.com/search?sk=Tales+of+Arise&categories=&platforms=all_xbox&types=game&filter=1,11.47,04/01/23 07:00:44,False,0.01
