result_name,release_yr,latest_captured_price_usd,latest_captured_timestamp,is_cheaper,difference,last_week_price_usd,last_week_captured_timestamp,is_cheaper_last_week,difference_last_week
Overcooked Overcooked 2,2020,6.46,03/25/23 08:07:25,False,,,,False,
Overcooked 2 Night Of The Hangry Horde,2019,14.56,03/25/23 08:07:25,False,,14.51,03/21/23 07:08:49,False,0.05000000000000071
Overcooked 2 2,2019,1.8,03/25/23 08:07:25,True,-0.020000000000000018,1.8,03/21/23 07:08:49,False,0.0
Persona 5 Royal,2018,20.84,03/25/23 08:07:26,False,,26.06,03/21/23 07:08:50,True,-5.219999999999999
Sd Gundam Battle Alliance,2018,31.18,03/25/23 08:07:28,True,-0.370000000000001,31.07,03/21/23 07:08:51,False,0.10999999999999943
Sd Gundam Battle Alliance Deluxe Edition,2019,59.33,03/25/23 08:07:28,True,-0.8500000000000014,60.07,03/21/23 07:08:51,True,-0.740000000000002
Soul Hackers 2,2022,15.01,03/25/23 08:07:29,False,0.02999999999999936,30.55,03/21/23 07:08:52,True,-15.540000000000001
Soul Hackers 2 Digital Premium Edition,2022,22.14,03/25/23 08:07:29,False,0.03999999999999915,,,False,
Soul Hackers 2 Digital Deluxe Edition,2022,22.39,03/25/23 08:07:29,True,-0.259999999999998,19.77,03/21/23 07:08:52,False,2.620000000000001
Tales Of Arise Ultimate Edition,2022,12.29,03/25/23 08:07:30,True,-0.15000000000000036,11.33,03/21/23 07:08:53,False,0.9599999999999991
Tales Of Arise,,11.36,03/25/23 08:07:30,True,-0.4800000000000004,9.14,03/21/23 07:08:53,False,2.219999999999999
Tales Of Arise Deluxe Edition,2021,19.43,03/25/23 08:07:30,True,-0.23000000000000043,19.36,03/21/23 07:08:53,False,0.07000000000000028
Tales Of Arise Collaboration Costume Pack,2021,4.69,03/25/23 08:07:30,False,,4.69,03/21/23 07:08:53,False,0.0
Yakuza 6 Song Of Life Clan Creator Card Bundle,,4.6,03/25/23 08:07:31,False,,4.66,03/21/23 07:08:54,True,-0.0600000000000005
Yakuza Like A Dragon,2023,9.71,03/25/23 08:07:31,True,-0.10999999999999943,9.17,03/21/23 07:08:54,False,0.5400000000000009
The Yakuza Remastered Collection,2021,5.62,03/25/23 08:07:31,False,,5.6,03/21/23 07:08:54,False,0.020000000000000462
Yakuza Like A Dragon Hero Edition,2020,7.57,03/25/23 08:07:31,True,-0.09999999999999964,8.31,03/21/23 07:08:54,True,-0.7400000000000002
Yakuza Like A Dragon Legendary Hero Edition,2020,16.88,03/25/23 08:07:31,True,-0.1999999999999993,11.45,03/21/23 07:08:54,False,5.43
Yakuza Like A Dragon Day One Edition,2020,24.15,03/25/23 08:07:31,True,-0.9600000000000009,24.8,03/21/23 07:08:54,True,-0.6500000000000021
A Hat In Time Nyakuza Metro,2020,2.85,03/25/23 08:07:31,False,,2.84,03/21/23 07:08:54,False,0.010000000000000231
Yakuza 5 Remastered,2020,2.95,03/25/23 08:07:31,False,,2.98,03/21/23 07:08:54,True,-0.029999999999999805
Yakuza 4 Remastered,2019,2.99,03/25/23 08:07:31,False,,3.0,03/21/23 07:08:54,True,-0.009999999999999787
Yakuza 3 Remastered,2019,2.99,03/25/23 08:07:31,False,,3.0,03/21/23 07:08:54,True,-0.009999999999999787
Yakuza Kiwami 2,2019,2.17,03/25/23 08:07:31,False,,2.17,03/21/23 07:08:54,False,0.0
Yakuza Kiwami,2018,3.52,03/25/23 08:07:31,False,,2.67,03/21/23 07:08:54,False,0.8500000000000001
Yakuza 6 The Song Of Life,2017,1.16,03/25/23 08:07:31,False,0.0,1.16,03/21/23 07:08:54,False,0.0
Yakuza 0,2016,1.1,03/25/23 08:07:31,False,0.040000000000000036,1.16,03/21/23 07:08:54,True,-0.05999999999999983
Yakuza,2016,43.99,03/25/23 08:07:31,True,-0.5399999999999991,39.58,03/21/23 07:08:54,False,4.410000000000004
Devil May Cry 5 Special Edition,2015,10.11,03/25/23 08:07:31,False,,8.96,03/21/23 07:08:55,False,1.1499999999999986
Red Dead Redemption 2,2005,8.55,03/25/23 08:07:32,True,-0.08999999999999986,8.52,03/21/23 07:08:56,False,0.030000000000001137
Red Dead Redemption 2 Ultimate Edition,2020,15.49,03/25/23 08:07:32,True,-0.16000000000000014,15.43,03/21/23 07:08:56,False,0.0600000000000005
Red Dead Redemption 2 Special Edition,2018,42.92,03/25/23 08:07:32,True,-0.509999999999998,42.78,03/21/23 07:08:56,False,0.14000000000000057
The Witcher 3 Wild Hunt Complete Edition,2010,5.96,03/25/23 08:07:33,False,,5.92,03/21/23 07:08:56,False,0.040000000000000036
The Witcher 3 Wild Hunt Game Of The Year Edition,,4.06,03/25/23 08:07:33,False,,6.09,03/21/23 07:08:56,True,-2.0300000000000002
The Witcher 3 Wild Hunt Blood And Wine,2016,3.65,03/25/23 08:07:33,False,,3.64,03/21/23 07:08:56,False,0.009999999999999787
The Witcher 3 Wild Hunt,2016,4.35,03/25/23 08:07:33,True,-0.05000000000000071,4.34,03/21/23 07:08:56,False,0.009999999999999787
The Witcher 3 Wild Hunt Hearts Of Stone,2016,3.93,03/25/23 08:07:33,False,,3.92,03/21/23 07:08:56,False,0.010000000000000231
Crisis Core Final Fantasy Vii Reunion,2015,26.14,03/25/23 08:07:34,False,,26.06,03/21/23 07:08:57,False,0.08000000000000185
Crisis Core Final Fantasy Vii Reunion Digital Deluxe Edition,2015,43.82,03/25/23 08:07:34,True,-14.969999999999999,48.96,03/21/23 07:08:57,True,-5.140000000000001
Final Fantasy Xii The Zodiac Age,2022,10.94,03/25/23 08:07:35,False,,10.91,03/21/23 07:08:58,False,0.02999999999999936
Rune Factory 4 Special,,10.22,03/25/23 08:07:36,False,,10.19,03/21/23 07:08:59,False,0.030000000000001137
World Of Final Fantasy Maxima,2017,7.92,03/25/23 08:07:37,False,,,,False,
Tales Of Symphonia Remastered,2016,31.69,03/25/23 08:07:38,False,,,,False,
